"index","source_time","interval","price_yuan_per_kwh","load_kw","pv_forecast_kw","load_kwh","pv_forecast_kwh","grid_A_kwh","charge_A_kwh","discharge_A_kwh","curtail_A_kwh","soc_A_kwh","grid_B_kwh","charge_B_kwh","discharge_B_kwh","curtail_B_kwh","soc_B_kwh","diff_grid_B_minus_A_kwh","diff_soc_B_minus_A_kwh"
"133","22:10","22:00-22:10","0.3859","3309.3934","0.0","551.5655666667","0.0","1384.8989","833.3333333333","0.0","-0.0","2700.0","1384.8989","833.3333333333","0.0","-0.0","2700.0","0.0","0.0"
"134","22:20","22:10-22:20","0.4368","3412.9563","0.0","568.82605","0.0","568.82605","0.0","0.0","0.0","2700.0","568.82605","0.0","0.0","-0.0","2700.0","-0.0","0.0"
"135","22:30","22:20-22:30","0.4198","3381.9313","0.0","563.6552166667","0.0","1396.98855","833.3333333333","0.0","-0.0","3450.0","1396.98855","833.3333333333","0.0","-0.0","3450.0","0.0","0.0"
"136","22:40","22:30-22:40","0.4186","3386.5592","0.0","564.4265333333","0.0","1397.7598666667","833.3333333333","0.0","0.0","4200.0","1397.7598666667","833.3333333333","0.0","0.0","4200.0","0.0","0.0"
"137","22:50","22:40-22:50","0.4241","3400.4846","0.0","566.7474333333","0.0","566.7474333333","0.0","0.0","-0.0","4200.0","566.7474333333","0.0","0.0","-0.0","4200.0","0.0","0.0"
"138","23:00","22:50-23:00","0.4237","3399.2426","0.0","566.5404333333","0.0","1399.8737666667","833.3333333333","0.0","0.0","4950.0","1399.8737666585","833.3333333252","0.0","0.0","4949.9999999927","-8.2e-9","-7.3e-9"
"139","23:10","23:00-23:10","0.4248","3406.9809","0.0","567.83015","0.0","567.83015","0.0","0.0","-0.0","4950.0","567.83015","0.0","0.0","0.0","4949.9999999927","0.0","-7.3e-9"
"140","23:20","23:10-23:20","0.424","3416.1518","0.0","569.3586333333","0.0","569.3586333332","0.0","2.0e-10","0.0","4949.9999999998","902.6919666748","333.3333333415","0.0","0.0","5250.0","333.3333333417","300.0000000002"
"141","23:30","23:20-23:30","0.422","3421.9811","0.0","570.3301833333","0.0","1403.6635166667","833.3333333333","0.0","0.0","5699.9999999998","1403.6635166667","833.3333333333","0.0","0.0","6000.0","0.0","300.0000000002"
"142","23:40","23:30-23:40","0.424","3429.6923","0.0","571.6153833333","0.0","904.9487166669","333.3333333336","0.0","0.0","6000.0","571.6153833333","0.0","0.0","-0.0","6000.0","-333.3333333336","0.0"
"143","23:50","23:40-23:50","0.4271","3439.061","0.0","573.1768333333","0.0","573.1768333333","0.0","0.0","-0.0","6000.0","573.1768333333","0.0","0.0","-0.0","6000.0","0.0","0.0"
"144","0:00+1","23:50-24:00","0.4276","3444.7259","0.0","574.1209833333","0.0","574.1209833333","0.0","0.0","-0.0","6000.0","574.1209833333","0.0","0.0","-0.0","6000.0","0.0","0.0"
