plan_kwh,emergency_kwh,charge_kwh,discharge_kwh,curtailment_kwh,unused_plan_kwh,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan,soc_start_kwh,soc_end_kwh,emergency_intervals,date,method,solver_method,solver_success,solver_status_code,mip_gap,surrogate_objective_yuan,dual_bound_yuan,lp_lower_bound_yuan,lp_initial_conflicts,incremental_rounds,active_binary_count,total_possible_binaries,binary_history,model_build_seconds,model_solve_seconds,model_max_constraint_violation,source_day_count,source_day_max,source_causal,plan_frozen,physical_checks_passed
60945.1081619,1.9610979507e-12,13708.0150025,7134.79341264,25449.803455,23605.4329504,36513.640156,1.17764784591e-11,36513.640156,1640.71615547,6050.38142143,0,2025-04-11,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000152461627434,38924.2455003,38918.3110465,38702.308481,48,1,576,2880,0>576,0.0370891999992,3.6978408,3.59409568773e-09,20,99,True,True,True
54206.9527509,4.4408920985e-12,8212.72411047,6685.34835124,21831.3962908,21823.0201509,33467.9346627,2.49248586215e-11,33467.9346627,6050.38142143,6013.66828614,0,2025-04-12,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,9.40469371876e-05,36057.9153685,36054.524232,35781.4580094,34,1,576,2880,0>576,0.0376411999969,3.81591390001,8.60609361553e-11,20,100,True,True,True
55142.9654407,6189.46559078,8339.95688141,10859.050498,2454.20421667,7120.96194811,33762.4562696,33105.3444681,66867.8007377,6013.66828614,1454.01781493,51,2025-04-13,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000108358652416,36110.7613809,36106.8484674,35925.1945451,36,1,576,2880,0>576,0.0426802000002,4.2610357,1.476792022e-10,20,101,True,True,True
58687.018009,5306.44750668,14104.569758,11494.3650678,3089.11998333,5766.10904207,35204.9313985,26793.1719325,61998.103331,1454.01781493,1376.61385519,39,2025-04-14,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,5.72509272538e-05,38066.6193414,38064.4399922,37767.9057622,42,1,576,2880,0>576,0.0486908999992,3.9584676,3.58340912499e-10,20,101,True,True,True
57904.5148328,6043.12288628,12315.5663668,9887.47709678,5582.89586221,5797.22375351,34825.9031193,33917.4282544,68743.3313736,1376.61385519,1474.53792222,39,2025-04-15,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000102410566138,37348.8238576,37344.9989435,37144.074216,31,1,432,2880,0>432,0.0416283999984,3.9413161,3.99382342157e-10,20,103,True,True,True
59216.9896897,6879.54901328,12589.7923431,10438.8598302,1838.45721667,6327.55702343,35385.9187172,36199.8016585,71585.7203757,1474.53792222,1206.61788638,57,2025-04-16,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000356212937978,37848.8437521,37835.3615042,37702.3948497,56,1,576,2880,0>576,0.0414887999978,4.3323119,3.75166564481e-12,20,104,True,True,True
58868.2555837,7018.37924593,12858.1141275,10022.7157049,3538.42165126,6644.47240579,35161.7930588,38437.7490599,73599.5421187,1206.61788638,1642.56981789,46,2025-04-17,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000419068912245,37469.6006828,37453.898338,37183.0239502,46,1,432,2880,0>432,0.0371943000027,3.2089722,3.91082721762e-11,20,104,True,True,True
57818.8311276,3.62376795238e-12,14089.3574987,7412.97050707,22954.0407741,21834.2861785,34551.6901305,2.05922106034e-11,34551.6901305,1642.56981789,6086.35767,0,2025-04-18,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000659852052464,36722.0682591,36697.837127,36629.4205134,53,1,576,2880,0>576,0.0365615999981,3.1726174,1.34605215862e-09,20,106,True,True,True
53039.0915789,4.46576109425e-12,9088.54736596,7457.30644272,22475.4771713,22147.6942343,32446.9131909,2.381809594e-11,32446.9131909,6086.35767,5980.1542519,0,2025-04-19,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000301164321193,34854.1213212,34843.6245035,34730.331714,42,1,576,2880,0>576,0.0359449999996,4.0418111,1.63709046319e-11,20,106,True,True,True
53577.832043,6528.33407896,7992.69152589,10694.4513309,4126.97846424,6723.20257935,32639.8286591,34632.4965012,67272.3251603,5980.1542519,1290.85292424,48,2025-04-20,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000283834991009,35006.5279946,34996.5919171,34939.0615067,35,1,576,2880,0>576,0.0366639000022,4.5998416,1.0759322322e-09,20,108,True,True,True
57761.4515266,4309.71578707,15065.0306861,12255.2021752,3945.23086255,6799.19755688,34360.2088222,20241.8559911,54602.0648133,1290.85292424,1232.48923601,38,2025-04-21,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.00031891861907,36508.4024352,36496.7592259,36433.4154297,53,1,576,2880,0>576,0.0374706000002,4.8853981,2.54681253864e-09,20,108,True,True,True
56027.332551,7038.37308553,12205.1364852,9909.13227983,3758.44508333,4858.32703113,33506.572222,37338.6358383,70845.2080603,1232.48923601,1206.96509508,47,2025-04-22,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.0003670733579,36117.5647786,36104.3069828,35988.7205864,37,1,576,2880,0>576,0.0418090000021,3.9610698,6.31962393527e-09,20,110,True,True,True
56373.6440817,6352.73836188,12265.6310279,9779.18061407,4062.41357121,4777.60174186,33718.6877328,34922.5369205,68641.2246532,1206.96509508,1380.27678235,39,2025-04-23,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000689895846031,36207.5358522,36182.5564236,36031.9419844,36,1,576,2880,0>576,0.0373301999971,8.8386844,9.96806193143e-10,20,111,True,True,True
55590.2409448,3878.31729811,15641.0819472,12496.998392,4107.3994967,5126.96849105,33153.7955331,18656.1004044,51809.8959375,1380.27678235,1571.6967659,34,2025-04-24,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000645547277087,35637.6179587,35614.6121914,35427.1713817,32,1,576,2880,0>576,0.0384161000002,4.5502627,6.08224581811e-11,20,111,True,True,True
55089.5142533,2.92743607133e-12,14197.1406062,7471.07316523,26389.4245981,19973.6645642,32858.9425321,1.60335957844e-11,32858.9425321,1571.6967659,6047.93090571,0,2025-04-25,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000136289788797,35503.4359141,35498.5971583,35322.0859863,37,1,432,2880,0>432,0.0372335999964,4.4356088,3.56521923095e-09,20,113,True,True,True
49359.4395007,2.70716782325e-12,8922.71024524,7251.35958655,28998.9933754,18618.9018333,30324.3679501,1.42305012218e-11,30324.3679501,6047.93090571,6021.30391915,0,2025-04-26,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,4.55332496331e-05,32953.8100966,32952.3096025,32768.3441897,33,1,432,2880,0>432,0.0362687000015,4.4819177,9.71340341493e-10,20,114,True,True,True
47903.9097064,7628.65293125,7887.36839928,10545.8504025,5139.53205435,4478.0414032,29650.8974739,39711.1168773,69362.0143512,6021.30391915,1402.32392013,60,2025-04-27,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000108833917537,31885.4306175,31881.9604012,31797.8437547,20,1,576,2880,0>576,0.0379902000022,5.1906368,3.35944605467e-10,20,115,True,True,True
54313.3065527,10326.0859812,9729.79985974,7903.95025374,1185.72906167,5005.84654953,32536.2196373,56847.8863972,89384.1060345,1402.32392013,1376.97684529,63,2025-04-28,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,6.76734559322e-07,34762.7104714,34762.6869462,34729.7012205,50,1,576,2880,0>576,0.036266199997,3.0305783,1.35059963213e-10,20,116,True,True,True
54058.8052233,5921.28173024,13346.1608621,10708.4649382,5200.60588333,4708.57142968,32466.754441,31019.5104589,63486.2648999,1376.97684529,1490.22724533,47,2025-04-29,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,2.11033134817e-05,35011.5892847,35010.8504241,34863.6934278,47,1,432,2880,0>432,0.0385761999969,3.3244333,7.05767888576e-10,20,116,True,True,True
53947.7883754,5255.84784227,13503.4155896,11177.9679917,3788.01719495,4833.31699146,32403.00192,26823.2964145,59226.2983345,1490.22724533,1223.33684077,42,2025-04-30,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,2.71902560222e-06,35657.8134358,35657.7164813,35278.3922241,51,1,432,2880,0>432,0.0359561000005,3.1257071,9.54925029749e-09,20,117,True,True,True
52778.2862649,10146.5890689,12821.2085637,10271.3088969,5261.35937653,4102.23749048,32020.5336636,52498.5775844,84519.111248,1223.33684077,1349.85910714,66,2025-05-01,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000106627997363,34352.927767,34349.2647831,34237.2948761,27,1,432,2880,0>432,0.0385117999977,5.1750759,2.29078978009e-10,20,119,True,True,True
53868.4445317,3.03135294644e-12,15948.683788,8611.48090476,17228.4630613,15012.4585038,32848.3006247,1.32671029718e-11,32848.3006247,1349.85910714,6135.36239995,0,2025-05-02,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000989396377293,36388.6254811,36352.6227068,36022.1757548,44,1,432,2880,0>432,0.0367380999996,4.9363583,4.54747350886e-11,20,120,True,True,True
49483.5006875,2.20978790821e-12,10382.347649,8539.17875217,22352.3758403,16420.7843004,31202.7171417,1.20676304505e-11,31202.7171417,6135.36239995,5991.49889272,0,2025-05-03,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000349067257873,35012.5770735,35000.3553292,34528.1434801,29,1,432,2880,0>432,0.035313299999,2.9154662,4.49631443189e-10,20,121,True,True,True
51936.8081847,5498.69627454,8044.91418108,10828.7294901,4006.84838333,4477.80405164,32377.2689859,31416.9618425,63794.2308284,5991.49889272,1200,40,2025-05-04,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.00026930403136,36054.9268211,36045.217084,35627.7401059,38,1,432,2880,0>432,0.036890600004,3.9628197,4.28258317697e-10,20,121,True,True,True
57629.5639514,8642.63129265,12874.7740936,10391.2835084,3861.21402481,4851.48383412,35279.3596233,44770.5042189,80049.8638422,1200,1241.42611929,58,2025-05-05,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000511684516658,38496.4394801,38476.7414481,38143.1449681,49,1,432,2880,0>432,0.0347469999979,4.9040772,4.72175543109e-09,20,123,True,True,True
58295.9571075,6714.03546408,13539.4260932,10966.7331894,3973.21702923,5594.00027187,35901.8308776,32211.3726555,68113.2035331,1241.42611929,1241.65050386,57,2025-05-06,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000402406656374,38711.0848811,38695.5072829,38424.0409977,54,1,576,2880,0>576,0.0362771,3.8193412,2.76259015664e-11,20,124,True,True,True
58573.3964664,7626.83744142,11839.4669195,9408.61447431,3263.45835182,5438.07716085,36258.5814594,40591.5945331,76850.1759925,1241.65050386,1443.15464884,53,2025-05-07,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,8.19134210006e-05,39455.039123,39451.8072258,39034.1577934,41,1,432,2880,0>432,0.0368204000006,3.2369686,5.45696821064e-12,20,125,True,True,True
59121.1979394,6975.81185705,10880.7536817,8522.4760275,2361.3742,5550.84554229,36864.5714473,39458.0090423,76322.5804896,1443.15464884,1766.41515399,44,2025-05-08,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,5.30847087085e-07,39070.8045776,39070.7838369,38982.0337324,25,2,576,2880,0>432>576,0.0581648000007,6.2692627,2.41243469645e-10,20,126,True,True,True
58995.2227267,2.35544916904e-12,13488.9426403,6999.87673762,22339.9411025,21666.8298716,36391.6895704,1.31313413476e-11,36391.6895704,1766.41515399,6128.82271071,0,2025-05-09,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,1.40704344487e-05,38453.8510984,38453.310036,38324.8968626,30,2,576,2880,0>432>576,0.0589854000027,5.8394681,5.11590769747e-11,20,127,True,True,True
54413.8356457,2.6734170433e-12,8064.07707869,6597.69072619,19044.3669982,21782.0370116,34704.9212154,1.49094843138e-11,34704.9212154,6128.82271071,6055.72460799,0,2025-05-10,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000243703194738,37644.4283451,37635.2542777,37334.2557588,27,1,576,2880,0>576,0.0376499999984,3.4868534,6.16068973613e-10,20,128,True,True,True
54705.1847882,5336.28920962,7992.48898341,10215.0792974,2039.42968333,4740.55554518,34805.8541678,30929.8943104,65735.7484782,6055.72460799,1898.87658481,40,2025-05-11,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,2.77273474315e-05,38103.6444103,38102.5878973,37646.3566659,27,2,576,2880,0>432>576,0.0556289000015,6.8946425,3.51064954884e-08,20,129,True,True,True
60059.8908179,4599.15702878,10133.543436,8324.38045363,4143.86692941,6774.82270151,37099.3887799,27204.8747885,64304.2635684,1898.87658481,1769.75406209,39,2025-05-12,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000106512255379,39852.4008377,39848.1560686,39461.8383206,37,1,720,2880,0>720,0.0384628999964,4.3190159,2.61024979409e-10,20,129,True,True,True
59271.8845413,5015.07977317,11941.3309151,9640.2664165,2756.23906667,6100.44798251,36780.0233515,27137.1638214,63917.1871729,1769.75406209,1805.54475624,27,2025-05-13,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000177968884535,38913.4400752,38906.5146936,38834.9421061,26,2,576,2880,0>432>576,0.0594068000028,7.8930559,7.13953340892e-11,20,130,True,True,True
59602.767851,4920.07930854,12089.2019279,9864.58327908,2828.70821667,6455.37151071,36814.067742,25031.7923205,61845.8600626,1805.54475624,1725.17840347,36,2025-05-14,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000134890230028,39983.1827987,39977.789458,39600.2188461,32,2,576,2880,0>432>576,0.057617399998,7.4193335,1.93267624127e-10,20,130,True,True,True
59494.6735086,6533.26372411,10798.857256,8506.10511724,4047.77484367,6922.35196693,36600.7291485,34807.0365413,71407.7656898,1725.17840347,1992.92202585,44,2025-05-15,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000146700919646,39783.2441526,39777.407914,39394.4316605,27,1,576,2880,0>576,0.0372700999942,3.6076651,5.49107426195e-11,20,133,True,True,True
57749.9743939,2.40518716055e-12,12878.9614184,6819.9918309,27072.042011,21903.4562621,35282.0859979,1.43405074482e-11,35282.0859979,1992.92202585,6006.21860143,0,2025-05-16,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,1.99608216957e-06,38555.9778435,38555.9008826,38245.2584388,42,1,576,2880,0>576,0.0372345000033,3.6062319,4.84177443732e-09,20,134,True,True,True
52157.3843218,2.03498329299e-12,8597.86433578,6981.69034553,20099.4313783,19992.9798699,33201.4606853,1.01615163506e-11,33201.4606853,6006.21860143,5986.86278638,0,2025-05-17,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,9.98190494477e-05,36203.6951601,36200.0813416,35852.0964313,33,1,576,2880,0>576,0.0368933000027,5.6219552,1.84854798135e-10,20,135,True,True,True
52413.6257359,6525.68511625,7183.17798674,9873.3127743,3378.31944137,4574.95809835,32962.9188779,37078.1558754,70041.0747533,5986.86278638,1481.37544745,32,2025-05-18,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000210082729633,36142.0748373,36134.4820115,35823.5498528,23,1,576,2880,0>576,0.0358388999994,5.3239355,3.12880578775e-10,20,136,True,True,True
56319.6016744,3649.39110217,14997.4289243,12058.9241798,4105.12471968,5410.14676239,34837.9238801,17169.3622809,52007.286161,1481.37544745,1580.2568351,27,2025-05-19,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000316184130447,37877.4152699,37865.4390323,37469.653411,33,1,432,2880,0>432,0.0363440999972,5.5995688,1.27329258248e-11,20,136,True,True,True
56379.1830041,8423.09997622,9141.34346275,7549.45341431,3278.02912092,5404.9689943,34822.7999335,48305.9508086,83128.750742,1580.2568351,1419.18438012,39,2025-05-20,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000509893434554,38050.7208721,38031.3190593,37693.5404798,45,1,432,2880,0>432,0.0368847000027,4.9966076,2.80238054984e-10,20,138,True,True,True
56398.8170143,5371.67086721,12881.9624448,10374.3197477,2554.39189222,5345.83800879,34755.089454,28970.2969804,63725.3864344,1419.18438012,1485.92863857,38,2025-05-21,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000496727337441,37160.1936058,37141.7351218,37096.2200677,34,1,432,2880,0>432,0.0375891000003,5.464125,1.36424205266e-10,20,139,True,True,True
57351.4644229,5976.75237598,11968.0782816,9187.75949741,3723.88473092,6007.3824671,35360.3171593,32204.5186962,67564.8358555,1485.92863857,2048.57742823,40,2025-05-22,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.00067532307092,38346.0483744,38320.1524033,38050.1675174,31,1,576,2880,0>576,0.0374697000007,4.2564337,1.3869794202e-10,20,139,True,True,True
56410.7729594,2.25952589972e-12,12604.3153069,6423.82959767,22829.7329558,20979.6054109,35052.9124491,1.20640457624e-11,35052.9124491,2048.57742823,6254.87276262,0,2025-05-23,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000635177538804,38043.9617393,38019.7970693,37757.0986241,36,1,432,2880,0>432,0.0371232999969,4.7454695,5.35339950147e-09,20,140,True,True,True
51357.9684536,2.97717406283e-12,8050.3789688,6713.62563513,25479.0483089,20787.6654276,32724.2937802,1.58712190057e-11,32724.2937802,6254.87276262,6040.6297955,0,2025-05-24,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000168532834937,34965.5102734,34959.6174368,34927.6499152,24,1,576,2880,0>576,0.0360674000003,5.1194707,1.13186615636e-09,20,139,True,True,True
51730.7021734,3939.43815507,8180.74116092,10273.7038297,4089.38839656,5128.70441743,32839.7101795,22736.7439415,55576.4541211,6040.6297955,1988.07036283,30,2025-05-25,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000219929288832,34917.0907037,34909.4114128,34898.9632285,17,1,576,2880,0>576,0.0358864000009,4.6392473,8.73114913702e-11,20,143,True,True,True
55153.112771,7989.71214706,9675.96364889,8276.67013982,1364.32756989,5799.37088909,34333.7882394,43014.3741478,77348.1623872,1988.07036283,1500.13749148,44,2025-05-26,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000960265150203,36987.1460529,36951.6285855,36666.4518855,33,1,576,2880,0>576,0.0356971999972,10.3668749,1.18618572742e-08,20,144,True,True,True
56007.6829293,4780.39319676,12129.4366333,9784.47449914,3172.87015626,5879.8765356,34877.3559514,24614.7900503,59492.1460017,1500.13749148,1544.99212906,29,2025-05-27,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000244067157997,37068.0717381,37059.0246392,37033.6117773,34,1,432,2880,0>432,0.0374432999997,5.2258743,8.04902811069e-11,20,143,True,True,True
55201.0416479,6166.58332169,11693.5302768,9451.65365284,1364.19956667,5487.72467891,34343.2403884,31804.3207635,66147.5611518,1544.99212906,1567.33198614,42,2025-05-28,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000461881491756,36512.7409899,36495.8764306,36470.3905312,34,1,432,2880,0>432,0.0353254000001,4.8885198,3.49814399669e-10,20,146,True,True,True
56185.2042491,8113.49938767,10603.4902049,8307.28564455,2061.48700135,5830.88857513,34599.7987422,43864.3032791,78464.1020213,1567.33198614,1880.15578769,41,2025-05-29,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000787679323048,36991.0500755,36961.9129903,36897.0575857,25,1,432,2880,0>432,0.0362510000014,5.6933218,1.69052327692e-10,20,147,True,True,True
56333.5843817,1.35003119794e-12,12901.2982651,6675.83433948,22687.3501263,20824.5370632,34696.8649013,8.44052294724e-12,34696.8649013,1880.15578769,6073.73051571,0,2025-05-30,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000256214928515,36932.2766937,36922.8140931,36858.2361681,20,1,576,2880,0>576,0.0345169000029,4.8462779,1.81785253517e-10,20,147,True,True,True
51701.2042912,3.06954461848e-12,8252.97408945,6898.09653524,20882.9102185,21074.2349686,32454.4118252,1.78229981884e-11,32454.4118252,6073.73051571,5836.8554904,0,2025-05-31,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000361017010652,34686.161644,34673.6393496,34578.6713552,23,1,576,2880,0>576,0.0363664000033,3.7525052,2.9409338147e-10,20,149,True,True,True
52864.4064916,18715.2557508,3015.62527785,6615.82641641,2.04225,3952.99483095,33308.9506989,99054.0609896,132363.011689,5836.8554904,1200,98,2025-06-01,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000587465115573,35438.8643232,35418.0452267,35319.1710678,26,2,576,2880,0>432>576,0.0584649000011,8.6827301,2.73985278909e-11,20,149,True,True,True
63365.7814986,17971.4001364,8854.28075958,7031.21553552,3122.32878333,7750.98017765,38239.9323986,94290.6093518,132530.54175,1200,1356.39097749,85,2025-06-02,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000499944426888,42951.3828466,42929.9095421,42409.0809112,49,1,576,2880,0>576,0.0354765000011,5.6622437,9.91349224932e-11,20,151,True,True,True
66701.6519207,13882.2304963,11049.3630633,8687.38248466,897.326133333,9132.20887167,40291.8963595,72220.6823924,112512.578752,1356.39097749,1648.17052926,84,2025-06-03,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000547993189635,45955.3108566,45930.1276593,45466.8055774,72,1,576,2880,0>576,0.0369867000009,6.68945289999,2.94562596537e-10,20,152,True,True,True
65174.2462562,14316.7070214,8164.64371527,7016.71488571,940.452,7757.31163141,40005.9497963,74822.667931,114828.617727,1648.17052926,1200,94,2025-06-04,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000888135727095,44254.3413257,44215.0374641,43978.3460053,47,1,576,2880,0>576,0.0362823999967,11.4367362,3.61524143955e-11,20,152,True,True,True
72271.2508508,12354.9701577,12403.1226452,9204.57270209,765.424666667,9512.92838205,44313.1376776,62301.8796638,106615.017341,1200,2135.50737833,66,2025-06-05,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.00089008294575,49978.3803329,49933.8954289,49543.1844816,82,1,576,2880,0>576,0.0384951999986,5.9752132,2.18278728426e-11,20,154,True,True,True
77010.496336,3.30757643496e-12,12434.0401718,6572.61549845,11683.8429178,28610.2333448,47912.844037,1.71732512655e-11,47912.844037,2135.50737833,6023.23742357,0,2025-06-06,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000420871997771,52488.9686702,52466.8775331,52110.8169292,82,1,576,2880,0>576,0.037405199997,3.729119,1.17893250717e-09,20,155,True,True,True
76558.0835954,2.70716782325e-12,7374.36075249,5993.19099909,9706.20838045,34344.1922949,48900.1046227,1.45238168159e-11,48900.1046227,6023.23742357,6001.06099071,0,2025-06-07,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000317370915258,53543.561436,53526.5682669,53123.2768337,70,1,576,2880,0>576,0.0364862999995,3.4588168,5.32054400537e-11,20,155,True,True,True
75767.0809851,2250.97843167,9805.9145728,11557.1977094,2699.31771667,11885.10157,48262.7045053,13127.6060044,61390.3105097,6001.06099071,1985.05331804,18,2025-06-08,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000150093344675,52181.0391508,52173.2071241,52086.9701451,61,1,576,2880,0>576,0.0358569000018,5.3455156,2.90538082481e-08,20,157,True,True,True
84328.2981684,6269.47477211,13061.2526668,9782.16342782,1101.66106667,15284.3099016,53355.5648955,33703.2331361,87058.7980316,1985.05331804,2871.11024283,42,2025-06-09,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000263507640246,57425.2040904,57410.0721104,57128.8057223,59,1,720,2880,0>720,0.0369925999985,3.7129147,2.7212081477e-09,20,157,True,True,True
79444.9530576,6561.91411222,13304.8542765,11159.1312624,712.9816,11529.7183225,49814.0564204,34787.3603876,84601.4168081,2871.11024283,2446.44435561,42,2025-06-10,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000309848143322,55109.9807634,55092.9050381,54796.4942343,71,1,576,2880,0>576,0.0373597000034,5.1377616,1.84854798135e-10,20,159,True,True,True
78795.613879,10127.309275,15385.1588686,12416.1535056,336.687083333,9532.78439101,49426.7399722,51358.6472792,100785.387251,2446.44435561,2497.36121997,50,2025-06-11,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000435169519797,56682.0879666,56657.4216496,56228.7709843,82,1,576,2880,0>576,0.0363913000001,4.4581522,2.06523657688e-11,20,160,True,True,True
85112.3799429,6251.74233665,13531.8692425,10378.396641,672.9863,15085.2719447,54192.0844477,33524.2924521,87716.3768998,2497.36121997,3144.49171489,36,2025-06-12,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000477516743169,58506.1492751,58478.2116093,58107.8394389,81,1,576,2880,0>576,0.0372194999982,3.8956587,1.16642695502e-10,20,161,True,True,True
83096.4717776,1.54543045028e-12,10971.6444385,6263.21964428,10778.6493343,39264.0839491,52702.9406823,9.5404306677e-12,52702.9406823,3144.49171489,6059.83877143,0,2025-06-13,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000315754736068,57827.878913,57809.6194863,57469.8289317,77,1,576,2880,0>576,0.036220799997,4.3299733,1.56924215844e-08,20,160,True,True,True
78231.2153916,1.67688085639e-12,7072.47398857,5744.27541702,13296.6583923,37413.0156777,50506.0282866,1.08354356598e-11,50506.0282866,6059.83877143,6042.53712,0,2025-06-14,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000768717495202,56396.6282095,56353.2751348,55919.6738024,66,1,576,2880,0>576,0.0397019000011,4.3446629,3.45607986674e-11,20,162,True,True,True
75415.7079933,5303.99657431,11351.7543565,12802.6753552,53.7340333333,11489.9171996,47861.1687537,29484.5669158,77345.7356695,6042.53712,2033.92120172,36,2025-06-15,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000594685473624,53462.0060569,53430.2129785,53097.1181517,66,1,576,2880,0>576,0.0544406000008,4.4886207,6.213326742e-09,20,164,True,True,True
81193.7398359,7105.10382115,15208.8618842,11683.9672354,704.896783333,11374.9994082,50835.3931376,36945.1183638,87780.5115014,2033.92120172,2739.71108038,44,2025-06-16,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000659209720936,57406.7602583,57368.9171639,56861.2881039,86,1,576,2880,0>576,0.0369852000003,4.0154569,4.97936980537e-09,20,165,True,True,True
81633.1942529,7735.52512169,13169.5043597,11213.0755348,109.536583333,12665.7427496,51774.334555,40488.6187004,92262.9532555,2739.71108038,2133.2921877,55,2025-06-17,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000145998119294,56088.8524627,56080.6635957,55911.9863821,68,1,576,2880,0>576,0.0388836999991,6.0644056,1.09821485239e-10,20,166,True,True,True
86602.7153815,3833.52824866,13142.6762915,10119.0694787,298.992316667,16185.2536007,55288.1860864,20983.804281,76271.9903674,2133.2921877,2718.29031817,27,2025-06-18,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000466376158896,59305.8922687,59278.2334145,58911.6255316,54,1,576,2880,0>576,0.0381205000012,3.9929266,4.47926140623e-11,20,166,True,True,True
84524.9790488,4554.03077516,14069.9828318,10978.6936993,1370.9694,16357.2470914,53871.2339183,22130.8053829,76002.0393012,2718.29031817,3182.7263121,30,2025-06-19,stochastic,INCREMENTAL_MILP_GAP_REACHED,True,0,0.000428733974446,58268.1925446,58243.2109908,57871.2551191,76,1,576,2880,0>576,0.0381637999999,5.0446486,1.61094249052e-09,20,168,True,True,True
