date,method,t,interval,price_yuan_per_kwh,load_kwh,pv_kwh,load_hat_kwh,pv_hat_kwh,plan_kwh,charge_kwh,discharge_kwh,emergency_kwh,pv_used_kwh,plan_used_kwh,curtailment_kwh,unused_plan_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-02-22,stochastic,6,01:00-01:10,0.4311,446.854316667,0,548.621890476,0,592.6775,0,-0,0,0,446.854316667,0,145.823183333,6059.15407071,6059.15407071,255.50327025,0,255.50327025
2025-02-22,stochastic,7,01:10-01:20,0.4302,441.141216667,0,543.242702381,0,585.182935714,0,-0,0,0,441.141216667,0,144.041719048,6059.15407071,6059.15407071,251.745698944,0,251.745698944
2025-02-22,stochastic,8,01:20-01:30,0.4279,431.126666667,0,550.334047619,0,737.206309524,0,-0,0,0,431.126666667,0,306.079642857,6059.15407071,6059.15407071,315.450579845,0,315.450579845
2025-02-22,stochastic,9,01:30-01:40,0.4312,415.9797,0,550.963114286,0,585.973709524,0,-0,0,0,415.9797,0,169.994009524,6059.15407071,6059.15407071,252.671863547,0,252.671863547
2025-02-22,stochastic,10,01:40-01:50,0.4333,437.757416667,0,554.656533333,0,600.67211269,0,-0,0,0,437.757416667,0,162.914696024,6059.15407071,6059.15407071,260.271226429,0,260.271226429
2025-02-22,stochastic,11,01:50-02:00,0.4311,479.285,0,562.791904762,0,657.910714286,0,-0,0,0,479.285,0,178.625714286,6059.15407071,6059.15407071,283.625308929,0,283.625308929
2025-02-22,stochastic,12,02:00-02:10,0.4293,476.247583333,0,566.078466667,0,623.229757143,0,-0,0,0,476.247583333,0,146.98217381,6059.15407071,6059.15407071,267.552534741,0,267.552534741
2025-02-22,stochastic,13,02:10-02:20,0.4324,455.2829,0,574.142092857,0,647.90892619,0,-0,0,0,455.2829,0,192.62602619,6059.15407071,6059.15407071,280.155819685,0,280.155819685
2025-02-22,stochastic,14,02:20-02:30,0.4367,446.511666667,0,582.716428571,0,628.780714286,0,-0,0,0,446.511666667,0,182.269047619,6059.15407071,6059.15407071,274.588537929,0,274.588537929
2025-02-22,stochastic,15,02:30-02:40,0.4348,455.231483333,0,577.687142857,0,624.947504762,0,-0,0,0,455.231483333,0,169.716021429,6059.15407071,6059.15407071,271.72717507,0,271.72717507
2025-02-22,stochastic,16,02:40-02:50,0.4335,468.029533333,0,579.326202381,0,650.341088095,0,-0,0,0,468.029533333,0,182.311554762,6059.15407071,6059.15407071,281.922861689,0,281.922861689
2025-02-22,stochastic,17,02:50-03:00,0.4357,477.965,0,585.015,0,623.824285714,0,-0,0,0,477.965,0,145.859285714,6059.15407071,6059.15407071,271.800241286,0,271.800241286
2025-02-22,stochastic,18,03:00-03:10,0.4374,488.125733333,0,573.301466667,0,583.37117381,0,-0,0,0,488.125733333,0,95.2454404762,6059.15407071,6059.15407071,255.166551424,0,255.166551424
2025-02-22,stochastic,19,03:10-03:20,0.4371,497.834816667,0,572.578954762,0,594.803478571,0,-0,0,0,497.834816667,0,96.9686619048,6059.15407071,6059.15407071,259.988600484,0,259.988600484
2025-02-22,stochastic,20,03:20-03:30,0.4356,501.678333333,0,587.756428571,0,647.228571429,0,-0,0,0,501.678333333,0,145.550238095,6059.15407071,6059.15407071,281.932765714,0,281.932765714
2025-02-22,stochastic,21,03:30-03:40,0.4353,495.652183333,0,594.905797619,0,640.050007143,0,-0,0,0,495.652183333,0,144.39782381,6059.15407071,6059.15407071,278.613768109,0,278.613768109
2025-02-22,stochastic,22,03:40-03:50,0.436,495.236733333,0,599.48245,0,616.683561905,0,-0,0,0,495.236733333,0,121.446828571,6059.15407071,6059.15407071,268.87403299,0,268.87403299
2025-02-22,stochastic,23,03:50-04:00,0.4378,501.305,0,604.577857143,0,652.657619048,0,-0,0,0,501.305,0,151.352619048,6059.15407071,6059.15407071,285.733505619,0,285.733505619
2025-02-22,stochastic,24,04:00-04:10,0.4401,498.561816667,0,605.709964286,0,663.13277619,0,-0,0,0,498.561816667,0,164.570959524,6059.15407071,6059.15407071,291.844734801,0,291.844734801
2025-02-22,stochastic,25,04:10-04:20,0.4389,485.538633333,0,608.117090476,0,647.704033333,0,-0,0,0,485.538633333,0,162.1654,6059.15407071,6059.15407071,284.27730023,0,284.27730023
2025-02-22,stochastic,26,04:20-04:30,0.4364,474.085,0,610.023809524,0,611.222380952,0,-0,0,0,474.085,0,137.137380952,6059.15407071,6059.15407071,266.737447048,0,266.737447048
2025-02-22,stochastic,27,04:30-04:40,0.4393,478.004266667,0,606.526766667,0.000335714285714,622.865459524,0,-0,0,0,478.004266667,0,144.861192857,6059.15407071,6059.15407071,273.624796369,0,273.624796369
2025-02-22,stochastic,28,04:40-04:50,0.4422,481.419883333,0,616.683714286,0,701.815730952,0,-0,0,0,481.419883333,0,220.395847619,6059.15407071,6059.15407071,310.342916227,0,310.342916227
2025-02-22,stochastic,29,04:50-05:00,0.4395,485.785,0,625.908571429,0,696.215,0,-0,0,0,485.785,0,210.43,6059.15407071,6059.15407071,305.9864925,0,305.9864925
2025-02-22,stochastic,30,05:00-05:10,0.4333,506.730216667,0.00193333333333,603.746609524,0.00466666666667,674.128538095,0,-0,0,0.00193333333333,506.728283333,0,167.400254762,6059.15407071,6059.15407071,292.099895557,0,292.099895557
2025-02-22,stochastic,31,05:10-05:20,0.4439,518.258316667,0,610.9501,0,631.756571429,0.412564354185,0,0,0,518.670881021,0,113.085690408,6059.15407071,6059.52537863,280.436742057,0,280.436742057
2025-02-22,stochastic,32,05:20-05:30,0.4301,508.373333333,0,634.25452381,0,670.229750167,35.9752263572,0,0,0,544.34855969,0,125.881190476,6059.52537863,6091.90308235,288.265815547,0,288.265815547
2025-02-22,stochastic,33,05:30-05:40,0.3713,494.20285,0.0268666666667,611.352678571,0.0649642857143,1429.60360476,818.315890476,0,0,0.0268666666667,1312.49187381,0,117.111730952,6091.90308235,6828.38738378,530.811818448,0,530.811818448
2025-02-22,stochastic,34,05:40-05:50,0.5708,508.181933333,0,664.332414286,0,686.37467381,90.8099214286,0,0,0,598.991854762,0,87.3828190476,6828.38738378,6910.11631307,391.78266381,0,391.78266381
2025-02-22,stochastic,35,05:50-06:00,0.9099,530.305,0,770.091666667,0,65.6066666667,0,464.698333333,3.97903932026e-13,0,65.6066666667,0,0,6910.11631307,6393.78483159,59.695506,1.81026393875e-12,59.695506
2025-02-22,stochastic,36,06:00-06:10,0.9368,512.220416667,0.374133333333,772.726433333,0.904842857143,59.6195571429,0,452.22672619,0,0.374133333333,59.6195571429,0,0,6393.78483159,5891.31069138,55.8516011314,0,55.8516011314
2025-02-22,stochastic,37,06:10-06:20,0.8758,512.17155,0,750.717230952,0,244.918885333,0,267.252664667,0,0,244.918885333,0,0,5891.31069138,5594.36328619,214.499959775,0,214.499959775
2025-02-22,stochastic,38,06:20-06:30,0.8759,524.523333333,10.11875,755.954285714,1.65714285714,70.7979166667,0,443.606666667,2.84217094304e-13,10.11875,70.7979166667,0,2.84217094304e-14,5594.36328619,5101.46698989,62.0118952083,1.2447287645e-12,62.0118952083
2025-02-22,stochastic,39,06:30-06:40,0.8601,494.103516667,50.6331,761.92287619,32.427447619,798.263090476,0,-0,0,50.6331,443.470416667,0,354.79267381,5101.46698989,5101.46698989,686.586084119,0,686.586084119
2025-02-22,stochastic,40,06:40-06:50,0.8442,525.293866667,100.830983333,776.622742857,77.2663238095,753.713980952,0,-0,0,100.830983333,424.462883333,0,329.251097619,5101.46698989,5101.46698989,636.28534272,0,636.28534272
2025-02-22,stochastic,41,06:50-07:00,0.8334,607.135,149.66875,793.376904762,125.704464286,710.116904762,0,-0,0,149.66875,457.46625,0,252.650654762,5101.46698989,5101.46698989,591.811428429,0,591.811428429
2025-02-22,stochastic,42,07:00-07:10,0.8092,615.176533333,202.1358,791.978442857,177.532597619,687.766388095,0,-0,0,202.1358,413.040733333,0,274.725654762,5101.46698989,5101.46698989,556.540561247,0,556.540561247
2025-02-22,stochastic,43,07:10-07:20,0.7972,593.766383333,252.435783333,793.426254762,230.76712381,625.40557381,0,-0,0,252.435783333,341.3306,0,284.07497381,5101.46698989,5101.46698989,498.573323441,0,498.573323441
2025-02-22,stochastic,44,07:20-07:30,0.7644,581.976666667,302.4375,789.862857143,283.553571429,561.550357143,0,-0,0,302.4375,279.539166667,0,282.011190476,5101.46698989,5101.46698989,429.249093,0,429.249093
2025-02-22,stochastic,45,07:30-07:40,0.6899,572.968083333,359.6336,769.110504762,335.520492857,1285.56052857,0,-0,0,359.6336,213.334483333,0,1072.22604524,5101.46698989,5101.46698989,886.908208661,0,886.908208661
2025-02-22,stochastic,46,07:40-07:50,0.86,572.779433333,412.280833333,850.620102381,389.327059524,531.926107143,0,-0,0,412.280833333,160.4986,0,371.427507143,5101.46698989,5101.46698989,457.456452143,0,457.456452143
2025-02-22,stochastic,47,07:50-08:00,1.1617,585.628333333,456.075,987.248095238,445.196428571,0,0,129.553333333,1.98951966013e-13,456.075,0,0,0,5101.46698989,4957.51884175,0,1.15561249459e-12,1.15561249459e-12
2025-02-22,stochastic,48,08:00-08:10,1.1683,605.110516667,501.272266667,1001.09990714,499.63742619,0,0,103.83825,0,501.272266667,0,0,0,4957.51884175,4842.14300841,0,0,0
2025-02-22,stochastic,49,08:10-08:20,1.0956,605.649816667,565.392966667,986.240902381,547.488957143,0,0,40.25685,4.05009359383e-13,565.392966667,0,0,0,4842.14300841,4797.41317508,0,2.2186412707e-12,2.2186412707e-12
2025-02-22,stochastic,50,08:20-08:30,1.0849,579.463333333,633.03125,998.282142857,593.289285714,0,0,-0,0,579.463333333,0,53.5679166667,0,4797.41317508,4797.41317508,0,0,0
2025-02-22,stochastic,51,08:30-08:40,1.061,552.107966667,669.529716667,997.809621429,647.01485,0,0,-0,0,552.107966667,0,117.42175,0,4797.41317508,4797.41317508,0,0,0
2025-02-22,stochastic,52,08:40-08:50,1.043,588.4106,700.517066667,999.019211905,700.479154762,0,0,-0,0,588.4106,0,112.106466667,0,4797.41317508,4797.41317508,0,0,0
2025-02-22,stochastic,53,08:50-09:00,1.036,672.003333333,741.2875,1011.24404762,750.209821429,0,0,-0,0,672.003333333,0,69.2841666667,0,4797.41317508,4797.41317508,0,0,0
2025-02-22,stochastic,54,09:00-09:10,1.0147,715.090433333,780.791966667,1024.67535476,799.962666667,0,0,-0,0,715.090433333,0,65.7015333333,0,4797.41317508,4797.41317508,0,0,0
2025-02-22,stochastic,55,09:10-09:20,0.9922,708.518,806.657066667,1030.90896667,845.228669048,0,0,-0,0,708.518,0,98.1390666667,0,4797.41317508,4797.41317508,0,0,0
2025-02-22,stochastic,56,09:20-09:30,0.97,693.241666667,827.01875,1025.20095238,885.814285714,0,0,-0,0,693.241666667,0,133.777083333,0,4797.41317508,4797.41317508,0,0,0
2025-02-22,stochastic,57,09:30-09:40,0.9422,712.201533333,865.070783333,1009.94066667,925.438864286,0,0,-0,0,712.201533333,0,152.86925,0,4797.41317508,4797.41317508,0,0,0
2025-02-22,stochastic,58,09:40-09:50,0.9569,702.823883333,921.018683333,1002.77235238,957.90127381,0,0,-0,0,702.823883333,0,218.1948,0,4797.41317508,4797.41317508,0,0,0
2025-02-22,stochastic,59,09:50-10:00,0.9977,674.915,966.54375,1004.70809524,982.786607143,0,0,-0,0,674.915,0,291.62875,0,4797.41317508,4797.41317508,0,0,0
2025-02-22,stochastic,60,10:00-10:10,0.9919,702.320183333,973.21085,1001.79312619,1006.73117143,0,0,-0,0,702.320183333,0,270.890666667,0,4797.41317508,4797.41317508,0,0,0
2025-02-22,stochastic,61,10:10-10:20,0.9588,721.999466667,999.151966667,1001.2904619,1031.12834762,0,0,-0,0,721.999466667,0,277.1525,0,4797.41317508,4797.41317508,0,0,0
2025-02-22,stochastic,62,10:20-10:30,0.9549,710.378333333,1052.225,1003.20595238,1053.75178571,0,0,-0,0,710.378333333,0,341.846666667,0,4797.41317508,4797.41317508,0,0,0
2025-02-22,stochastic,63,10:30-10:40,0.9839,702.150133333,1081.41463333,998.224021429,1072.27555714,0,0,-0,0,702.150133333,0,379.2645,0,4797.41317508,4797.41317508,0,0,0
2025-02-22,stochastic,64,10:40-10:50,0.799,668.3987,1089.61043333,990.803316667,1092.62619286,1.87344761905,0,-0,0,668.3987,0,421.211733333,1.87344761905,4797.41317508,4797.41317508,1.49688464762,0,1.49688464762
2025-02-22,stochastic,65,10:50-11:00,0.5025,618.581666667,1110.875,987.080952381,1117.83928571,783.683452381,0,-0,0,618.581666667,0,492.293333333,783.683452381,4797.41317508,4797.41317508,393.800934821,0,393.800934821
2025-02-22,stochastic,66,11:00-11:10,0.4662,609.129783333,1171.1484,988.504945238,1144.84571429,792.728119048,0,-0,0,609.129783333,0,562.018616667,792.728119048,4797.41317508,4797.41317508,369.5698491,0,369.5698491
2025-02-22,stochastic,67,11:10-11:20,0.5007,661.067233333,1199.44985,986.035228571,1166.21920952,794.560319048,0,-0,0,661.067233333,0,538.382616667,794.560319048,4797.41317508,4797.41317508,397.836351747,0,397.836351747
2025-02-22,stochastic,68,11:20-11:30,0.4827,719.82,1172.83125,982.724761905,1176.86696429,778.086488095,0,-0,0,719.82,0,453.01125,778.086488095,4797.41317508,4797.41317508,375.582347804,0,375.582347804
2025-02-22,stochastic,69,11:30-11:40,0.4785,699.40835,1139.74378333,987.085207143,1178.48349524,748.966069048,0,-0,0,699.40835,0,440.335433333,748.966069048,4797.41317508,4797.41317508,358.380264039,0,358.380264039
2025-02-22,stochastic,70,11:40-11:50,0.4662,651.489466667,1141.78043333,972.481538095,1185.58115714,703.662909524,0,-0,0,651.489466667,0,490.290966667,703.662909524,4797.41317508,4797.41317508,328.04764842,0,328.04764842
2025-02-22,stochastic,71,11:50-12:00,0.4432,633.18,1157.5,944.162380952,1196.28928571,742.642440476,0,-0,0,633.18,0,524.32,742.642440476,4797.41317508,4797.41317508,329.139129619,0,329.139129619
2025-02-22,stochastic,72,12:00-12:10,0.4411,653.000066667,1136.1373,935.541880952,1195.00665,679.053107143,0,-0,0,653.000066667,0,483.137233333,679.053107143,4797.41317508,4797.41317508,299.530325561,0,299.530325561
2025-02-22,stochastic,73,12:10-12:20,0.4551,647.311,1146.91968333,930.167714286,1189.02890952,620.852797619,0,-0,0,647.311,0,499.608683333,620.852797619,4797.41317508,4797.41317508,282.550108196,0,282.550108196
2025-02-22,stochastic,74,12:20-12:30,0.4463,614.868333333,1180.41875,916.841666667,1182.8875,674.97654475,37.0335978354,0,0,651.901931169,0,528.516818831,674.97654475,4797.41317508,4830.74341313,301.242031922,0,301.242031922
2025-02-22,stochastic,75,12:30-12:40,0.4113,612.335466667,1153.38125,905.705014286,1173.88703333,702.380269048,833.333333333,0,0,1153.38125,292.28755,0,410.092719048,4830.74341313,5580.74341313,288.889004659,0,288.889004659
2025-02-22,stochastic,76,12:40-12:50,0.5682,609.439366667,1121.46036667,918.144614286,1165.02961905,657.152592857,833.333333333,0,0,1121.46036667,321.312333333,0,335.840259524,5580.74341313,6330.74341313,373.394103261,0,373.394103261
2025-02-22,stochastic,77,12:50-13:00,0.8279,595.691666667,1106.4,945.518809524,1156.09910714,0,210.580297619,0,0,806.271964286,0,300.128035714,0,6330.74341313,6520.26568099,0,0,0
2025-02-22,stochastic,78,13:00-13:10,0.8636,597.334733333,1075.3544,955.60272619,1142.63123095,0,187.028504762,0,0,784.363238095,0,290.991161905,0,6520.26568099,6688.59133527,0,0,0
2025-02-22,stochastic,79,13:10-13:20,0.8416,617.108583333,1054.60803333,952.312414286,1122.37933095,0,170.066916667,0,0,787.1755,0,267.432533333,0,6688.59133527,6841.65156027,0,0,0
2025-02-22,stochastic,80,13:20-13:30,0.8618,632.54,1043.6875,946.976428571,1099.55267857,0,152.57625,0,0,785.11625,0,258.57125,0,6841.65156027,6978.97018527,0,0,0
2025-02-22,stochastic,81,13:30-13:40,0.8623,618.75265,1014.07125,946.245716667,1080.16909286,0,133.92337619,0,0,752.67602619,0,261.39522381,0,6978.97018527,7099.50122385,0,0,0
2025-02-22,stochastic,82,13:40-13:50,0.9026,614.426566667,992.458216667,945.989757143,1054.73010714,0,108.74035,0,0,723.166916667,0,269.2913,0,7099.50122385,7197.36753885,0,0,0
2025-02-22,stochastic,83,13:50-14:00,0.9754,621.596666667,978.4375,939.483333333,1024.52053571,0,85.037202381,0,0,706.633869048,0,271.803630952,0,7197.36753885,7273.90102099,0,0,0
2025-02-22,stochastic,84,14:00-14:10,1.0002,607.555266667,943.03055,923.179516667,998.127733333,0,74.9482166667,0,0,682.503483333,0,260.527066667,0,7273.90102099,7341.35441599,0,0,0
2025-02-22,stochastic,85,14:10-14:20,0.9978,608.90325,907.257633333,905.905652381,955.759842857,0,49.8541904762,0,0,658.757440476,0,248.500192857,0,7341.35441599,7386.22318742,0,0,0
2025-02-22,stochastic,86,14:20-14:30,1.0271,619.011666667,876.65625,899.05452381,900.333035714,0,1.27851190476,0,0,620.290178571,0,256.366071429,0,7386.22318742,7387.37384813,0,0,0
2025-02-22,stochastic,87,14:30-14:40,1.0906,592.631233333,832.91355,907.885478571,855.268261905,0,240.282316667,0,0,832.91355,0,0,0,7387.37384813,7603.62793313,0,0,0
2025-02-22,stochastic,88,14:40-14:50,0.9376,572.3495,776.5733,915.916388095,807.107607143,0,0,-0,0,572.3495,0,204.2238,0,7603.62793313,7603.62793313,0,0,0
2025-02-22,stochastic,89,14:50-15:00,0.6694,572.696666667,724.79375,916.776428571,754.697321429,932.854994161,331.202215267,0,0,724.79375,179.105131933,0,753.749862228,7603.62793313,7901.70992687,624.453133092,0,624.453133092
2025-02-22,stochastic,90,15:00-15:10,0.66,569.351866667,695.438483333,916.285002381,712.084192857,1108.10468333,833.333333333,0,0,695.438483333,707.246716667,0,400.857966667,7901.70992687,8651.70992687,731.349091,0,731.349091
2025-02-22,stochastic,91,15:10-15:20,0.7217,582.986316667,663.746683333,907.458909524,667.262990476,424.148409524,183.952490476,0,0,663.746683333,103.19212381,0,320.956285714,8651.70992687,8817.2671683,306.107907153,0,306.107907153
2025-02-22,stochastic,92,15:20-15:30,0.7308,592.453333333,614.7625,893.591428571,614.176785714,382.947380952,103.532738095,0,0,614.7625,81.2235714286,0,301.723809524,8817.2671683,8910.44663259,279.857946,0,279.857946
2025-02-22,stochastic,93,15:30-15:40,0.7534,555.331566667,554.418983333,887.853128571,559.331059524,436.32738631,107.805317262,0,0,554.418983333,108.717900595,0,327.609485714,8910.44663259,9007.47141812,328.729052846,0,328.729052846
2025-02-22,stochastic,94,15:40-15:50,0.7823,553.414433333,490.055716667,888.423966667,508.343483333,482.003883333,101.9234,0,0,490.055716667,165.282116667,0,316.721766667,9007.47141812,9099.20247812,377.071637932,0,377.071637932
2025-02-22,stochastic,95,15:50-16:00,0.8055,582.328333333,433.79375,891.675238095,458.921428571,538.703690476,105.949880952,0,0,433.79375,254.484464286,0,284.21922619,9099.20247812,9194.55737098,433.925822679,0,433.925822679
2025-02-22,stochastic,96,16:00-16:10,0.8271,556.504066667,395.17685,894.678004762,403.975521429,598.813745238,108.111261905,0,0,395.17685,269.438478571,0,329.375266667,9194.55737098,9291.85750669,495.278848686,0,495.278848686
2025-02-22,stochastic,97,16:10-16:20,0.8519,534.267283333,355.396733333,889.706695238,347.226011905,658.141435714,115.660752381,0,0,355.396733333,294.531302381,0,363.610133333,9291.85750669,9395.95218384,560.670689085,0,560.670689085
2025-02-22,stochastic,98,16:20-16:30,0.8791,552.916666667,301.7375,885.110714286,290.660714286,701.880714286,107.430714286,0,0,301.7375,358.609880952,0,343.270833333,9395.95218384,9492.63982669,617.023335929,0,617.023335929
2025-02-22,stochastic,99,16:30-16:40,0.9024,577.485566667,238.474116667,894.834302381,232.766247619,779.351559524,117.283504762,0,0,238.474116667,456.294954762,0,323.056604762,9492.63982669,9598.19498098,703.286847314,0,703.286847314
2025-02-22,stochastic,100,16:40-16:50,0.9163,523.500416667,184.020066667,887.840883333,176.058402381,839.995554762,128.21307381,0,0,184.020066667,467.69342381,0,372.302130952,9598.19498098,9713.58674741,769.687926828,0,769.687926828
2025-02-22,stochastic,101,16:50-17:00,0.9264,439.74,139.7375,863.243571429,123.260714286,886.460796238,146.477939095,0,0,139.7375,446.480439095,0,439.980357143,9713.58674741,9845.41689259,821.217281635,0,821.217281635
2025-02-22,stochastic,102,17:00-17:10,0.9462,458.63785,91.1852,851.672809524,75.5370357143,926.558561905,150.422788095,0,0,91.1852,517.875438095,0,408.68312381,9845.41689259,9980.79740188,876.709711274,0,876.709711274
2025-02-22,stochastic,103,17:10-17:20,0.9742,473.3816,42.6800166667,844.738852381,31.7129809524,952.354535714,139.328664286,0,0,42.6800166667,570.030247619,0,382.324288095,9980.79740188,10106.1931997,927.783788693,0,927.783788693
2025-02-22,stochastic,104,17:20-17:30,0.9862,454.27,8.225,852.287380952,1.50178571429,1012.55511905,161.76952381,0,0,8.225,607.81452381,0,404.740595238,10106.1931997,10251.7857712,998.581858405,0,998.581858405
2025-02-22,stochastic,105,17:30-17:40,0.976,478.11495,0,876.213183333,0,1068.84974712,192.636563786,0,0,0,670.751513786,0,398.098233333,10251.7857712,10425.1586786,1043.19735319,0,1043.19735319
2025-02-22,stochastic,106,17:40-17:50,1.0742,496.020166667,0.319983333333,782.770071429,0.903742857143,910.081807143,128.215478571,0,0,0.319983333333,623.915661905,0,286.166145238,10425.1586786,10540.5526093,977.609877233,0,977.609877233
2025-02-22,stochastic,107,17:50-18:00,1.2313,478.533333333,0,630.405952381,0,701.837380952,71.4314285714,0,0,0,549.964761905,0,151.872619048,10540.5526093,10604.840895,864.172367167,0,864.172367167
2025-02-22,stochastic,108,18:00-18:10,1.2561,447.74185,0,623.466792857,0,664.194440476,40.727647619,0,0,0,488.469497619,0,175.724942857,10604.840895,10641.4957779,834.294636682,0,834.294636682
2025-02-22,stochastic,109,18:10-18:20,1.2447,422.163633333,0.0229666666667,649.715195238,0.0648857142857,707.12895,57.4786404762,0,0,0.0229666666667,479.619307143,0,227.509642857,10641.4957779,10693.2265543,880.163404065,0,880.163404065
2025-02-22,stochastic,110,18:20-18:30,1.2545,415.308333333,0,640.22452381,0,711.414761905,71.1902380952,0,0,0,486.498571429,0,224.916190476,10693.2265543,10757.2977686,892.46981881,0,892.46981881
2025-02-22,stochastic,111,18:30-18:40,1.2522,429.16715,0,638.794161905,0,686.241085714,47.4469238095,0,0,0,476.61407381,0,209.627011905,10757.2977686,10800,859.311087531,0,859.311087531
2025-02-22,stochastic,112,18:40-18:50,1.2881,435.339883333,0.00165,640.911385714,0.0046619047619,262.891156352,0,172.447076982,5.68434188608e-14,0.00165,262.891156352,0,0,10800,10608.3921367,338.630098496,3.66100039173e-13,338.630098496
2025-02-22,stochastic,113,18:50-19:00,1.3466,432.483333333,0,641.41452381,0,0,0,432.483333333,5.11590769747e-13,0,0,0,0,10608.3921367,10127.8550996,0,3.44454065271e-12,3.44454065271e-12
2025-02-22,stochastic,114,19:00-19:10,1.3523,443.84015,0,645.295814286,0,0,0,443.84015,3.41060513165e-13,0,0,0,0,10127.8550996,9634.69937743,0,2.30608065976e-12,2.30608065976e-12
2025-02-22,stochastic,115,19:10-19:20,1.3445,453.757733333,0,647.202064286,0.000333333333333,0,0,453.757733333,7.95807864051e-13,0,0,0,0,9634.69937743,9130.52411817,0,5.34981836608e-12,5.34981836608e-12
2025-02-22,stochastic,116,19:20-19:30,1.3483,464.346666667,0,644.681666667,0,0,0,464.346666667,0,0,0,0,0,9130.52411817,8614.58337743,0,0,0
2025-02-22,stochastic,117,19:30-19:40,1.349,488.9455,0,641.48507381,0,0,0,488.9455,0,0,0,0,0,8614.58337743,8071.31059965,0,0,0
2025-02-22,stochastic,118,19:40-19:50,1.3473,477.911816667,0,643.324095238,0,0,0,477.911816667,5.68434188608e-14,0,0,0,0,8071.31059965,7540.29747002,0,3.82925691156e-13,3.82925691156e-13
2025-02-22,stochastic,119,19:50-20:00,1.3482,446.928333333,0,648.78047619,0,0,0,446.928333333,3.41060513165e-13,0,0,0,0,7540.29747002,7043.71043298,0,2.29908891924e-12,2.29908891924e-12
2025-02-22,stochastic,120,20:00-20:10,1.3513,460.3456,0,650.509969048,0,0,0,460.3456,0,0,0,0,0,7043.71043298,6532.21532187,0,0,0
2025-02-22,stochastic,121,20:10-20:20,1.34,456.036066667,0,647.787947619,0,0,0,456.036066667,3.41060513165e-13,0,0,0,0,6532.21532187,6025.50858113,0,2.2851054382e-12,2.2851054382e-12
2025-02-22,stochastic,122,20:20-20:30,1.3489,438.476666667,0,643.66547619,0,0,0,438.476666667,1.13686837722e-13,0,0,0,0,6025.50858113,5538.31228484,0,7.66760877013e-13,7.66760877013e-13
2025-02-22,stochastic,123,20:30-20:40,1.3952,472.636433333,0,641.554721429,0,0,0,472.636433333,2.27373675443e-13,0,0,0,0,5538.31228484,5013.16069224,0,1.58615875989e-12,1.58615875989e-12
2025-02-22,stochastic,124,20:40-20:50,1.2226,473.94865,0,638.70305,0,695.051174339,68.7413686598,0,0,0,542.69001866,0,152.361155679,5013.16069224,5075.02792404,849.769565746,0,849.769565746
2025-02-22,stochastic,125,20:50-21:00,0.9332,432.416666667,0,643.115952381,0,722.605214491,79.4892621105,0,0,0,511.905928777,0,210.699285714,5075.02792404,5146.56825994,674.335186163,0,674.335186163
2025-02-22,stochastic,126,21:00-21:10,0.9068,429.134633333,0,662.899569048,0,729.749195238,66.8496261905,0,0,0,495.984259524,0,233.764935714,5146.56825994,5206.73292351,661.736570242,0,661.736570242
2025-02-22,stochastic,127,21:10-21:20,0.9371,457.295483333,0,660.123007143,0,713.396219048,53.2732119048,0,0,0,510.568695238,0,202.82752381,5206.73292351,5254.67881422,668.52359687,0,668.52359687
2025-02-22,stochastic,128,21:20-21:30,0.9371,484.798333333,0,649.984047619,0,694.844047619,44.86,0,0,0,529.658333333,0,165.185714286,5254.67881422,5295.05281422,651.138357024,0,651.138357024
2025-02-22,stochastic,129,21:30-21:40,0.9871,484.130283333,0,671.840957143,0,721.045104833,49.2041476905,0,0,0,533.334431024,0,187.71067381,5295.05281422,5339.33654714,711.743622981,0,711.743622981
2025-02-22,stochastic,130,21:40-21:50,0.7764,454.800733333,0,610.647061905,0,686.998335714,76.3512738095,0,0,0,531.152007143,0,155.846328571,5339.33654714,5408.05269357,533.385507849,0,533.385507849
2025-02-22,stochastic,131,21:50-22:00,0.4209,411.415,0,495.099761905,0,554.934285714,59.8345238095,0,0,0,471.24952381,0,83.6847619048,5408.05269357,5461.903765,233.571840857,0,233.571840857
2025-02-22,stochastic,132,22:00-22:10,0.3859,378.094816667,0,480.883888095,0,601.380913404,120.497025309,0,0,0,498.591841975,0,102.789071429,5461.903765,5570.35108778,232.072894483,0,232.072894483
2025-02-22,stochastic,133,22:10-22:20,0.4368,381.282983333,0,502.475935714,0,549.948135714,47.4722,0,0,0,428.755183333,0,121.192952381,5570.35108778,5613.07606778,240.21734568,0,240.21734568
2025-02-22,stochastic,134,22:20-22:30,0.4198,391.621666667,0,506.887380952,0,560.437857143,53.5504761905,0,0,0,445.172142857,0,115.265714286,5613.07606778,5661.27149635,235.271812429,0,235.271812429
2025-02-22,stochastic,135,22:30-22:40,0.4186,359.1535,0,509.077230952,0,566.898740476,57.8215095238,0,0,0,416.975009524,0,149.923730952,5661.27149635,5713.31085492,237.303812763,0,237.303812763
2025-02-22,stochastic,136,22:40-22:50,0.4241,370.964466667,0,516.018130952,0,562.144480952,46.12635,0,0,0,417.090816667,0,145.053664286,5713.31085492,5754.82456992,238.405474372,0,238.405474372
2025-02-22,stochastic,137,22:50-23:00,0.4237,418.97,0,523.237857143,0,570.476428571,47.2385714286,0,0,0,466.208571429,0,104.267857143,5754.82456992,5797.33928421,241.710862786,0,241.710862786
